Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-5663220,"RHO GTPases Activate Formins",2,149,1,54,0.010246183468573786,0.31193149990176117,0.5799309842875013,4,27,0.0019976324356318436,9606,Homo sapiens,"P05556;O60610","P05556;O60610",P05067,P05556,"R-HSA-5666070;R-HSA-5665989;R-HSA-5666049;R-HSA-5665982"
R-HSA-112315,"Transmission across Chemical Synapses",10,341,16,1121,0.023449319213313162,0.3124210767920169,0.5799309842875013,81,163,0.012059781000295946,9606,Homo sapiens,"P17612;Q02641;Q14957;Q16623;P0DP23;P35609;P17252;Q13557;Q08289;O00555","P17612;Q02641;Q14957;Q16623;P0DP23;P35609;P17252;Q13557;Q08289;O00555",P17612;Q13586;Q13936;P0DP23;P0DP25;P0DP24;P49768;P11532;P06241;Q16623;O60610;Q14957;P14416;P26678;P12814;O00141;P05067;O00499,P78352;Q16623;P49593;Q01959;P24588;P07196;Q9NRD5;P10636-8;P60880;Q02410;P12931;Q05586;Q14957;P16220;P11142,"R-HSA-9618834;R-HSA-888589;R-HSA-9609746;R-HSA-9609747;R-HSA-9609744;R-HSA-9619478;R-HSA-9611030;R-HSA-379393;R-HSA-9619355;R-HSA-421007;R-HSA-9610270;R-HSA-442760;R-HSA-9610653;R-HSA-374922;R-HSA-9609728;R-HSA-438037;R-HSA-9609738;R-HSA-9619467;R-HSA-9609739;R-HSA-380574;R-HSA-9609737;R-HSA-9619214;R-HSA-372505;R-HSA-9609742;R-HSA-9609743;R-HSA-9609740;R-HSA-9609741;R-HSA-9619376;R-HSA-432164;R-HSA-432162;R-HSA-8951727;R-HSA-9619125;R-HSA-9612085;R-HSA-111913;R-HSA-111912;R-HSA-9619515;R-HSA-111915;R-HSA-432172;R-HSA-5336443;R-HSA-9618750;R-HSA-111919;R-HSA-445367;R-HSA-111925;R-HSA-372529;R-HSA-111924;R-HSA-9619367;R-HSA-9617326;R-HSA-9617583;R-HSA-9618863;R-HSA-380869;R-HSA-9610195;R-HSA-9619542;R-HSA-9610327;R-HSA-416320;R-HSA-9619783;R-HSA-451283;R-HSA-442715;R-HSA-416985;R-HSA-380901;R-HSA-442724;R-HSA-442725;R-HSA-9618811;R-HSA-451311;R-HSA-442732;R-HSA-9619449;R-HSA-9610750;R-HSA-380905;R-HSA-9617535;R-HSA-9610879;R-HSA-9618785;R-HSA-9619430;R-HSA-374899;R-HSA-210420;R-HSA-416639;R-HSA-210426;R-HSA-9611368;R-HSA-442749;R-HSA-9614185;R-HSA-210430;R-HSA-444792;R-HSA-917744"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",0,11,3,62,7.564296520423601E-4,0.31278428653445034,0.5799309842875013,3,4,2.959455460195324E-4,9606,Homo sapiens,"","",P49810;Q03135;P05067,P10415;P55957;Q07817,"R-HSA-114352;R-HSA-508163;R-HSA-508162"
R-HSA-8849932,"Synaptic adhesion-like molecules",1,23,3,46,0.001581625636088571,0.31278428653445034,0.5799309842875013,4,8,5.918910920390648E-4,9606,Homo sapiens,"Q14957","Q14957",Q14957;P62258;P05067,P78352;Q6PJG9,"R-HSA-8849878;R-HSA-8849906;R-HSA-8855648;R-HSA-8849881"
R-HSA-5676934,"Protein repair",0,19,1,46,0.0013065603080731675,0.31278428653445034,0.5799309842875013,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",P12814,P10599,"R-HSA-5676917;R-HSA-5676940"
R-HSA-8964315,"G beta:gamma signalling through BTK",0,19,1,48,0.0013065603080731675,0.31674471649115343,0.5799309842875013,2,3,2.219591595146493E-4,9606,Homo sapiens,"","",P05556,16618,"R-HSA-8964317;R-HSA-8964241"
R-HSA-176417,"Phosphorylation of Emi1",0,8,2,59,5.501306560308073E-4,0.31674471649115343,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-174174"
R-HSA-8964038,"LDL clearance",1,28,3,44,0.0019254572961078255,0.31674471649115343,0.5799309842875013,9,19,0.0014057413435927789,9606,Homo sapiens,"Q8NBP7","Q8NBP7",Q8NBP7;Q03135;Q8NBP7,O15118;P01130,"R-HSA-171122;R-HSA-171106;R-HSA-8876485;R-HSA-8876484;R-HSA-6784738;R-HSA-6784735;R-HSA-6784734;R-HSA-171087;R-HSA-6784729"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",0,9,2,59,6.188969880346583E-4,0.31674471649115343,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-2984226"
R-HSA-68881,"Mitotic Metaphase/Anaphase Transition",0,4,2,64,2.7506532801540364E-4,0.3206825040041066,0.5799309842875013,1,1,7.39863865048831E-5,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-163010"
R-HSA-179812,"GRB2 events in EGFR signaling",0,16,1,56,0.0011002613120616146,0.32459777748594265,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",Q9UKS6,Q07889,"R-HSA-109813"
R-HSA-111995,"phospho-PLA2 pathway",0,9,1,60,6.188969880346583E-4,0.32459777748594265,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",P05067,P28482,"R-HSA-111898"
R-HSA-162594,"Early Phase of HIV Life Cycle",0,26,1,48,0.0017879246321001237,0.32459777748594265,0.5799309842875013,1,39,0.002885469073690441,9606,Homo sapiens,"","",P05067,P62937,"R-HSA-173115"
R-HSA-111457,"Release of apoptotic factors from the mitochondria",0,8,2,61,5.501306560308073E-4,0.3284906646268839,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P06241;P05067,P99999,"R-HSA-114284"
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",1,37,0,32,0.002544354284142484,0.3284906646268839,0.5799309842875013,2,16,0.0011837821840781297,9606,Homo sapiens,"P0DP23","",,,"R-HSA-1497796;R-HSA-1497784"
R-HSA-5660526,"Response to metal ions",0,21,1,48,0.0014440929720808693,0.3284906646268839,0.5799309842875013,1,31,0.0022935779816513763,9606,Homo sapiens,"","",P05067,Q16143,"R-HSA-5660530"
R-HSA-373755,"Semaphorin interactions",2,70,3,149,0.004813643240269564,0.3308982771731742,0.5799309842875013,16,41,0.0030334418467002073,9606,Homo sapiens,"P05556;P06241","P05556;P06241",P17612;P05067;P05556,Q9Y490;P49841,"R-HSA-399942;R-HSA-399941;R-HSA-399939;R-HSA-399936;R-HSA-434990;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-399952;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-399930;R-HSA-399931;R-HSA-399928"
R-HSA-202427,"Phosphorylation of CD3 and TCR zeta chains",0,45,1,30,0.003094484940173291,0.33620978705933724,0.5799309842875013,1,7,5.179047055341817E-4,9606,Homo sapiens,"","",P06241,Q9NWQ8,"R-HSA-203774"
R-HSA-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",0,57,2,15,0.003919680924219502,0.33620978705933724,0.5799309842875013,2,18,0.0013317549570878958,9606,Homo sapiens,"","",Q13586;P05067,P30101,"R-HSA-548890;R-HSA-901047"
R-HSA-5673001,"RAF/MAP kinase cascade",4,322,5,216,0.022142758905239996,0.33756525596113796,0.5799309842875013,17,75,0.005548978987866233,9606,Homo sapiens,"P0DP23;P35609;Q13557;P06241","P0DP23;P35609;Q13557;P06241",P62258;P49810;P11021;P05067;Q14524,P04049;P26045;P53778;P21359;P01116-2;P15056;Q07817,"R-HSA-8867654;R-HSA-9653585;R-HSA-9654523;R-HSA-5675198;R-HSA-9653595;R-HSA-9654521;R-HSA-9653592;R-HSA-5675194;R-HSA-9653503;R-HSA-8867658;R-HSA-9654525;R-HSA-5658438;R-HSA-5675431;R-HSA-5672965;R-HSA-9654533;R-HSA-9649732;R-HSA-5672969"
R-HSA-5658442,"Regulation of RAS by GAPs",0,71,1,3,0.004882409572273415,0.34003627415557713,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,P21359,"R-HSA-5658438"
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",2,79,1,138,0.005432540228304222,0.3434651900550838,0.5799309842875013,5,15,0.0011097957975732466,9606,Homo sapiens,"P0DP23;P62258","P0DP23;P62258",Q16623,O00161;P63027,"R-HSA-1449574;R-HSA-2316352;R-HSA-1454689;R-HSA-1445149;R-HSA-2316349"
R-HSA-9662361,"Sensory processing of sound by outer hair cells of the cochlea",1,64,0,9,0.004401045248246458,0.3438408785283562,0.5799309842875013,1,8,5.918910920390648E-4,9606,Homo sapiens,"Q12791","",,,"R-HSA-9667809"
R-HSA-203641,"NOSTRIN mediated eNOS trafficking",1,10,2,65,6.876633200385092E-4,0.34762372431603006,0.5799309842875013,4,4,2.959455460195324E-4,9606,Homo sapiens,"Q03135","Q03135",Q9UKS6;Q99828,O00401,"R-HSA-203716;R-HSA-203625;R-HSA-203662;R-HSA-203565"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",1,35,4,45,0.002406821620134782,0.34762372431603006,0.5799309842875013,11,27,0.0019976324356318436,9606,Homo sapiens,"P14780","P14780",P14780;Q8NBP7;P05067;P05067,P01033;P09958;P08253;P14780,"R-HSA-1604360;R-HSA-1604350;R-HSA-1604368;R-HSA-1602466;R-HSA-1604690;R-HSA-1604722;R-HSA-1602484;R-HSA-1592436;R-HSA-1592278;R-HSA-1602454;R-HSA-1604359"
R-HSA-156590,"Glutathione conjugation",1,67,0,7,0.004607344244258012,0.34762372431603006,0.5799309842875013,1,14,0.0010358094110683633,9606,Homo sapiens,"P78417","",,,"R-HSA-176054"
R-HSA-9706574,"RHOBTB GTPase Cycle",1,36,1,39,0.002475587952138633,0.35138493495839684,0.5799309842875013,2,4,2.959455460195324E-4,9606,Homo sapiens,"P12814","P12814",P17252,O94844,"R-HSA-9018787;R-HSA-9018774"
R-HSA-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",0,17,2,59,0.0011690276440654655,0.35138493495839684,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-2172194"
R-HSA-201451,"Signaling by BMP",0,30,1,50,0.0020629899601155273,0.35138493495839684,0.5799309842875013,1,17,0.0012577685705830127,9606,Homo sapiens,"","",P05067,Q13485,"R-HSA-201422"
R-HSA-112411,"MAPK1 (ERK2) activation",0,12,1,65,8.25195984046211E-4,0.35512463320065,0.5799309842875013,2,3,2.219591595146493E-4,9606,Homo sapiens,"","",P05067,P36507;P28482,"R-HSA-109858;R-HSA-109864"
R-HSA-447041,"CHL1 interactions",1,10,1,66,6.876633200385092E-4,0.35512463320065,0.5799309842875013,2,5,3.699319325244155E-4,9606,Homo sapiens,"P05556","P05556",P05067,P11142,"R-HSA-445088;R-HSA-445087"
R-HSA-933543,"NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10",0,14,1,67,9.627286480539128E-4,0.35512463320065,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,Q14790,"R-HSA-933532"
R-HSA-2022377,"Metabolism of Angiotensinogen to Angiotensins",0,27,1,51,0.0018566909641039746,0.35512463320065,0.5799309842875013,2,20,0.001479727730097662,9606,Homo sapiens,"","",P05556,Q9BYF1,"R-HSA-2022378;R-HSA-2022379"
R-HSA-3928663,"EPHA-mediated growth cone collapse",1,33,0,46,0.0022692889561270802,0.35884294109722825,0.5799309842875013,3,4,2.959455460195324E-4,9606,Homo sapiens,"P06241","",,,"R-HSA-3928651;R-HSA-3928602;R-HSA-3928648"
R-HSA-8849472,"PTK6 Down-Regulation",0,7,1,72,4.813643240269564E-4,0.36253998001564414,0.5799309842875013,2,3,2.219591595146493E-4,9606,Homo sapiens,"","",Q03135,P18031,"R-HSA-8849428;R-HSA-8849435"
R-HSA-176412,"Phosphorylation of the APC/C",0,20,2,59,0.0013753266400770184,0.36253998001564414,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-174119"
R-HSA-8963889,"Assembly of active LPL and LIPC lipase complexes",0,30,1,51,0.0020629899601155273,0.36253998001564414,0.5799309842875013,2,12,8.878366380585972E-4,9606,Homo sapiens,"","",P05556,Q9BY76,"R-HSA-6784676;R-HSA-6784628"
R-HSA-8983711,"OAS antiviral response",0,15,4,64,0.0010314949800577637,0.36253998001564414,0.5799309842875013,2,15,0.0011097957975732466,9606,Homo sapiens,"","",P49810;P49768;P12814;P05556,P00973;P21333,"R-HSA-8985123;R-HSA-8983671"
R-HSA-6811438,"Intra-Golgi traffic",0,48,1,33,0.003300783936184844,0.36253998001564414,0.5799309842875013,1,10,7.39863865048831E-4,9606,Homo sapiens,"","",Q16623,Q13190,"R-HSA-8847638"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",3,80,3,305,0.0055013065603080735,0.3640091532820784,0.5799309842875013,5,17,0.0012577685705830127,9606,Homo sapiens,"P49810;P62258;P49768","P49810;P62258;P49768",P62258;P35609;P05067,Q13501;Q92934;Q9NY61,"R-HSA-205075;R-HSA-205008;R-HSA-204981;R-HSA-205112;R-HSA-204958"
R-HSA-9696273,"RND1 GTPase cycle",1,43,0,37,0.002956952276165589,0.3662158706403722,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"Q03135","",,,"R-HSA-9696271"
R-HSA-9696270,"RND2 GTPase cycle",1,44,0,35,0.0030257186081694403,0.3662158706403722,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"Q03135","",,,"R-HSA-9696266"
R-HSA-1442490,"Collagen degradation",1,69,2,12,0.004744876908265713,0.3662158706403722,0.5799309842875013,11,34,0.0025155371411660255,9606,Homo sapiens,"P14780","P14780",P14780;P05067,P09958;P14780,"R-HSA-1564117;R-HSA-1564164;R-HSA-1474213;R-HSA-1454757;R-HSA-2172405;R-HSA-1564179;R-HSA-2471842;R-HSA-1564112;R-HSA-2168982;R-HSA-1564142;R-HSA-2168923"
R-HSA-442660,"Na+/Cl- dependent neurotransmitter transporters",0,50,1,29,0.0034383166001925457,0.3662158706403722,0.5799309842875013,1,15,0.0011097957975732466,9606,Homo sapiens,"","",P14416,Q01959,"R-HSA-379393"
R-HSA-2046104,"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",0,55,1,25,0.0037821482602118004,0.3662158706403722,0.5799309842875013,1,25,0.0018496596626220775,9606,Homo sapiens,"","",Q03135,P22307,"R-HSA-2066781"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",1,67,0,14,0.004607344244258012,0.3662158706403722,0.5799309842875013,1,26,0.0019236460491269607,9606,Homo sapiens,"P14780","",,,"R-HSA-2213200"
R-HSA-5621575,"CD209 (DC-SIGN) signaling",2,30,4,206,0.0020629899601155273,0.36630523282923866,0.5799309842875013,4,11,8.138502515537141E-4,9606,Homo sapiens,"P17612;P06241","P17612;P06241",P17612;P62258;P11021;P05067,P04049;Q04206,"R-HSA-5660980;R-HSA-5624486;R-HSA-5624494;R-HSA-5624473"
R-HSA-1474228,"Degradation of the extracellular matrix",2,148,5,88,0.010177417136569935,0.3704267264132943,0.5799309842875013,33,105,0.007768570583012726,9606,Homo sapiens,"P14780;P49768","P14780;P49768",P14780;Q8NBP7;P05067;P49768;P05067,P01033;P09958;P08253;P35613;P14780,"R-HSA-8940554;R-HSA-1564117;R-HSA-1564179;R-HSA-3791295;R-HSA-2471842;R-HSA-1564112;R-HSA-1604368;R-HSA-1604690;R-HSA-3827958;R-HSA-1592278;R-HSA-1602454;R-HSA-1604360;R-HSA-1454791;R-HSA-1564164;R-HSA-2172405;R-HSA-1592270;R-HSA-2534206;R-HSA-375135;R-HSA-1604359;R-HSA-8943959;R-HSA-1566962;R-HSA-1604350;R-HSA-1604722;R-HSA-1454781;R-HSA-1602484;R-HSA-1592436;R-HSA-1474213;R-HSA-1454757;R-HSA-2168982;R-HSA-2485148;R-HSA-1564142;R-HSA-1602466;R-HSA-2168923"
R-HSA-9013149,"RAC1 GTPase cycle",2,191,0,35,0.013134369412735524,0.3704267264132943,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"P05556;Q03135","",,,"R-HSA-9013145"
R-HSA-9696264,"RND3 GTPase cycle",1,43,0,38,0.002956952276165589,0.37350468635416845,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"Q03135","",,,"R-HSA-9696268"
R-HSA-9027277,"Erythropoietin activates Phospholipase C gamma (PLCG)",0,13,2,68,8.939623160500619E-4,0.37350468635416845,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",P12814;P20073,18348,"R-HSA-9032478"
R-HSA-75158,"TRAIL  signaling",0,8,1,80,5.501306560308073E-4,0.37350468635416845,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"","",P05067,Q14790,"R-HSA-75146"
R-HSA-1187000,"Fertilization",0,31,1,50,0.0021317562921193784,0.37350468635416845,0.5799309842875013,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",P05556,P21926,"R-HSA-1297275"
R-HSA-9694676,"Translation of Replicase and Assembly of the Replication Transcription Complex",0,23,1,58,0.001581625636088571,0.37350468635416845,0.5799309842875013,2,29,0.00214560520864161,9606,Homo sapiens,"","",P05067,Q9GZQ8,"R-HSA-9694580;R-HSA-9698265"
R-HSA-5621481,"C-type lectin receptors (CLRs)",5,203,7,544,0.013959565396781736,0.3743771854204898,0.5799309842875013,16,68,0.005031074282332051,9606,Homo sapiens,"P17612;Q14643;P0DP23;P06241;Q14571","P17612;Q14643;P0DP23;P06241;Q14571",P17612;P62258;P11021;P12814;P20073;P05067;P06241,P04049;Q8TBC4;18348;P43405;Q04206;Q05655,"R-HSA-5660980;R-HSA-5607735;R-HSA-5607734;R-HSA-5621366;R-HSA-2730849;R-HSA-5624473;R-HSA-5607738;R-HSA-2730872;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-5624486;R-HSA-5607725;R-HSA-2730867;R-HSA-5624494;R-HSA-5621355"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",2,44,7,190,0.0030257186081694403,0.37453780713512286,0.5799309842875013,8,15,0.0011097957975732466,9606,Homo sapiens,"P0DP23;Q03135","P0DP23;Q03135",P17612;Q02790;P11021;P06241;P05067;Q14643;P05556,P07900;P31749;Q03135;16618,"R-HSA-202129;R-HSA-202144;R-HSA-202137;R-HSA-202111;R-HSA-202127;R-HSA-202110;R-HSA-1497784;R-HSA-2316429"
R-HSA-1433557,"Signaling by SCF-KIT",3,51,6,346,0.003507082932196397,0.3749540029820855,0.5799309842875013,23,39,0.002885469073690441,9606,Homo sapiens,"P14780;P17252;P06241","P14780;P17252;P06241",P62258;P12814;Q03135;P20073;P06241;P05556,18348;16618;P29350;Q06124;P22681,"R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1433456;R-HSA-1562641;R-HSA-1470012;R-HSA-205289;R-HSA-1433374;R-HSA-1470010;R-HSA-1472121;R-HSA-1470009;R-HSA-205234;R-HSA-1433508;R-HSA-1433542;R-HSA-205238;R-HSA-205205;R-HSA-1433506;R-HSA-205306;R-HSA-1433454;R-HSA-1433451;R-HSA-205244;R-HSA-1433418;R-HSA-1433514"
R-HSA-8963901,"Chylomicron remodeling",0,17,1,66,0.0011690276440654655,0.377117849431046,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",P05067,P02649,"R-HSA-174739"
R-HSA-168799,"Neurotoxicity of clostridium toxins",1,28,1,57,0.0019254572961078255,0.377117849431046,0.5799309842875013,9,40,0.002959455460195324,9606,Homo sapiens,"Q16623","Q16623",Q16623,P60880;P63027,"R-HSA-194818;R-HSA-194800;R-HSA-5250962;R-HSA-194793;R-HSA-5250892;R-HSA-181567;R-HSA-5228578;R-HSA-5250606;R-HSA-194796"
R-HSA-5362517,"Signaling by Retinoic Acid",0,71,1,11,0.004882409572273415,0.377117849431046,0.5799309842875013,2,21,0.0015537141166025452,9606,Homo sapiens,"","",P35609,P29373,"R-HSA-5634103;R-HSA-5334827"
R-HSA-1268020,"Mitochondrial protein import",1,69,0,15,0.004744876908265713,0.377117849431046,0.5799309842875013,1,14,0.0010358094110683633,9606,Homo sapiens,"P21796","",,,"R-HSA-1268025"
R-HSA-9675108,"Nervous system development",15,620,19,1872,0.042635125842387565,0.3793766633104756,0.5799309842875013,113,324,0.023971589227582125,9606,Homo sapiens,"Q14524;P05556;O43497;Q01484;Q13936;Q08289;P17612;P14780;Q02641;P17252;P06241;Q9UBN4;P49810;P49768","Q14524;P05556;O43497;Q01484;Q13936;Q08289;P17612;P14780;Q02641;P17252;P06241;Q9UBN4;P49810;P06241-1;P49768",P17612;P0DP23;P0DP25;P0DP24;P11021;P06241;Q9UKS6;P16615;Q02790;Q99828;P05067;P05067;P05067;P12814;Q03135;O00141;P20073;P05067;P05067;P05556;P17252,P06241;Q07889;Q96S59;Q9Y490;P17677;P20936;Q02246;Q06124;P16220;P19174;P00533;P28482;Q9HD67;P24588;P29353;O14672;P04156;P49841;Q04759;18348;Q9NZU0;P11940;P12931;P56693;P52735;O43639;O00401;P11142,"R-HSA-593672;R-HSA-525833;R-HSA-3928633;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-593690;R-HSA-3928623;R-HSA-3928615;R-HSA-3928614;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-418850;R-HSA-3928607;R-HSA-3928604;R-HSA-622382;R-HSA-434990;R-HSA-3928594;R-HSA-418863;R-HSA-392751;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-418868;R-HSA-3928584;R-HSA-418865;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-418874;R-HSA-399930;R-HSA-3928583;R-HSA-399931;R-HSA-399928;R-HSA-3928580;R-HSA-622390;R-HSA-399942;R-HSA-8855237;R-HSA-399941;R-HSA-399939;R-HSA-399936;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-9010648;R-HSA-8855508;R-HSA-9614790;R-HSA-399952;R-HSA-9010641;R-HSA-8933328;R-HSA-9010643;R-HSA-9613768;R-HSA-9619657;R-HSA-8985812;R-HSA-9010647;R-HSA-9010646;R-HSA-9616116;R-HSA-3928657;R-HSA-3928656;R-HSA-8853737;R-HSA-3928660;R-HSA-392053;R-HSA-3928651;R-HSA-9010681;R-HSA-375157;R-HSA-392054;R-HSA-3928648;R-HSA-392051;R-HSA-375154;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-8853755;R-HSA-3928645;R-HSA-374662;R-HSA-9615638;R-HSA-445069;R-HSA-374664;R-HSA-445067;R-HSA-445064;R-HSA-445079;R-HSA-445076;R-HSA-374673;R-HSA-374672;R-HSA-374675;R-HSA-445087;R-HSA-374686;R-HSA-445085;R-HSA-9011241;R-HSA-4093336;R-HSA-445088;R-HSA-374701;R-HSA-4093330;R-HSA-4093327;R-HSA-9618725;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-391867;R-HSA-9010231;R-HSA-391866;R-HSA-9613648;R-HSA-373716;R-HSA-9014610;R-HSA-8855915;R-HSA-9618559;R-HSA-373739;R-HSA-8854908;R-HSA-199935"
R-HSA-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",1,11,1,73,7.564296520423601E-4,0.3807103401973928,0.5799309842875013,8,10,7.39863865048831E-4,9606,Homo sapiens,"P0DP23","P0DP23",O00141,P16220,"R-HSA-9618834;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-442749;R-HSA-9618863;R-HSA-444792"
R-HSA-177504,"Retrograde neurotrophin signalling",0,18,1,70,0.0012377939760693166,0.3807103401973928,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",Q13557,O96015,"R-HSA-177479"
R-HSA-446343,"Localization of the PINCH-ILK-PARVIN complex to focal adhesions",1,4,3,83,2.7506532801540364E-4,0.384282275979133,0.5799309842875013,2,2,1.479727730097662E-4,9606,Homo sapiens,"P05556","P05556",P16615;P05556;P05067,P05556;P49023;Q13418,"R-HSA-446322;R-HSA-432897"
R-HSA-912631,"Regulation of signaling by CBL",1,24,2,67,0.001650391968092422,0.384282275979133,0.5799309842875013,6,7,5.179047055341817E-4,9606,Homo sapiens,"P06241","P06241",P62258;P06241,P22681,"R-HSA-879917;R-HSA-912629;R-HSA-912724;R-HSA-912727;R-HSA-912790;R-HSA-912627"
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",0,20,2,74,0.0013753266400770184,0.3878337734416638,0.5799309842875013,2,8,5.918910920390648E-4,9606,Homo sapiens,"","",P05067;P21796,P06493;Q01094,"R-HSA-8961934;R-HSA-8964513"
R-HSA-5625900,"RHO GTPases activate CIT",0,23,2,63,0.001581625636088571,0.3878337734416638,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"","",Q14957;P05067,P78352,"R-HSA-5671993"
R-HSA-110056,"MAPK3 (ERK1) activation",0,13,3,75,8.939623160500619E-4,0.3913649485935947,0.5799309842875013,3,4,2.959455460195324E-4,9606,Homo sapiens,"","",P62258;P05067;P21796,Q02750;P06493,"R-HSA-109857;R-HSA-109863;R-HSA-112342"
R-HSA-8876493,"InlA-mediated entry of Listeria monocytogenes into host cells",0,14,2,74,9.627286480539128E-4,0.3913649485935947,0.5799309842875013,2,5,3.699319325244155E-4,9606,Homo sapiens,"","",P12814;P06241,P12931,"R-HSA-8876948;R-HSA-112333"
R-HSA-9013407,"RHOH GTPase cycle",1,38,0,48,0.002613120616146335,0.3913649485935947,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"Q03135","",,,"R-HSA-9018758"
R-HSA-180336,"SHC1 events in EGFR signaling",0,19,1,72,0.0013065603080731675,0.3913649485935947,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,P29353,"R-HSA-177925"
R-HSA-5669034,"TNFs bind their physiological receptors",0,30,4,61,0.0020629899601155273,0.3913649485935947,0.5799309842875013,3,13,9.618230245634804E-4,9606,Homo sapiens,"","",Q99828;P49768;P26678;P35609,Q92838;P26842;O00300,"R-HSA-5669012;R-HSA-5669024;R-HSA-5669035"
